start,end,shop,pos,equipment,reason,job,duration,note
2021-07-02 09:40:00,2021-07-02 10:50:00,ЦЛП R250,890,Кассеты для прокладок,,замена,1.17,пневмоцилиндра механизма опускания рейки
2021-07-03 16:10:00,2021-07-03 16:40:00,ЦСС,24,Станок круглопильный Ц6-2М1,,замена,0.5,приводных ремней
2021-07-04 22:40:00,2021-07-04 23:50:00,ЦТГ,360,Пресс-Гранулятор CPM CALIFORNIA 7932-5,,разборка,1.17,ролика
2021-07-06 10:30:00,2021-07-06 11:00:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.5,пальца
2021-07-06 10:30:00,2021-07-06 11:00:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.5,ролика
2021-07-07 17:40:00,2021-07-07 18:10:00,ЛСБ,4,Грузовой стол 2,,замена,0.5,приводной цепи
2021-07-08 11:20:00,2021-07-08 11:35:00,ЦЛП R250,90,Окорочный станок,,установка,0.25,ножа 1-го ротора
2021-07-09 08:30:00,2021-07-09 15:00:00,ЦТГ 2,180,Шнековый конвейер,,изготовление,6.5,"зависание опилок, возгарание стечки в переход к сушильному барабану"
2021-07-10 13:10:00,2021-07-10 13:40:00,ЛСБ,7,"Транспортёр цепной, подачи брёвен 1",,замена звена,0.5,тяговой цепи
2021-07-11 08:20:00,2021-07-11 10:40:00,ЦЛП R250,250,Многопильный станок HewSaw CRS 250,,замена,2.33,приводного ремня
2021-07-12 08:40:00,2021-07-12 08:50:00,ЛСБ,7,"Транспортёр цепной, подачи брёвен 1",,натяжка,0.17,тяговой цепи
2021-07-13 20:40:00,2021-07-13 21:10:00,ЛСБ,7,"Транспортёр цепной, подачи брёвен 1",,замена,0.5,скользящей направляющей
2021-07-16 08:00:00,2021-07-16 11:15:00,ЛСБ,6,"Транспортёр отходов цепной, скребковый 2",,установка,3.25,во время работы ведущего вала
2021-07-16 08:00:00,2021-07-16 11:15:00,ЛСБ,6,"Транспортёр отходов цепной, скребковый 2",,выравнивание,3.25,во время работы тяговой звёздочки
2021-07-17 08:00:00,2021-07-17 09:40:00,ЦТГ 2,470,Крутящий шибер,,установка,1.67,сняли с ЦТГ поз.441 шибера
2021-07-19 08:10:00,2021-07-19 08:55:00,ЛСБ,6,"Транспортёр отходов цепной, скребковый 2",,установка,0.75,скребка
2021-07-20 08:00:00,2021-07-20 09:00:00,ЦСС,,компрессор KAESER ASK 27,,доливка,1.0,масла
2021-07-20 08:00:00,2021-07-20 09:00:00,ЦСС,,компрессор KAESER ASK 27,,замена звена,1.0,РВД
2021-07-21 08:00:00,2021-07-21 14:00:00,ЦЛП R250,640,Конвейер с поворачивающимися катками вместе с движущимся ленточным упором,,замена,6.0,во время технологического простоя ведущего вала
2021-07-22 15:00:00,2021-07-22 15:20:00,ЛСБ,5,Питатель с механизмом сброса 2,,чистка,0.33,приводных звездочек
2021-07-23 08:00:00,2021-07-23 08:40:00,ЦЛП R250,90,Окорочный станок,,выкручивание,0.67,работа производится 2-м ротором заломыша болта крепления державки ножа
2021-07-23 08:00:00,2021-07-23 08:40:00,ЦЛП R250,90,Окорочный станок,,установка,0.67,работа производится 2-м ротором державки
2021-07-24 08:05:00,2021-07-24 08:45:00,ЛСБ,3,"Транспортёр отходов цепной, скребковый 1",,замена звена,0.67,тяговых цепей
2021-07-25 13:00:00,2021-07-25 13:40:00,ЛСБ,11,Лесотранспортёр с двусторонней сброской 1,,панель,0.67,лесотранспортера
2021-07-25 13:00:00,2021-07-25 13:40:00,ЛСБ,11,Лесотранспортёр с двусторонней сброской 1,,сварочные работы,0.67,работы
2021-07-26 08:10:00,2021-07-26 08:30:00,ЦСС,15,Разобщитель досок (подъёмная горка) 2,,выравнивание,0.33,толкателя доски
2021-07-27 08:20:00,2021-07-27 09:10:00,,,Котельная компрессор U-22,,установка,0.83,компрессора
2021-07-27 08:20:00,2021-07-27 09:10:00,,,Котельная компрессор U-22,,установка,0.83,рессивера
2021-07-28 08:15:00,2021-07-28 09:00:00,ЛСБ,2,Питатель с механизмом сброса 1,,замена,0.75,РВД
2021-07-30 11:00:00,2021-07-30 11:15:00,ЛСБ,6,"Транспортёр отходов цепной, скребковый 2",,сход,0.25,тяговой цепи
2021-07-31 08:00:00,2021-07-31 09:20:00,ЦТГ 2,200,конвейер-элеватор,,замена,1.33,
2021-08-01 08:00:00,2021-08-01 08:20:00,ЛСБ,9,"Транспортёр цепной, подачи брёвен 2",,замена звена,0.33,тяговой цепи
2021-08-02 20:20:00,2021-08-02 20:40:00,ЛСБ,6,"Транспортёр отходов цепной, скребковый 2",,сход,0.33,тяговой цепи
2021-08-03 22:00:00,2021-08-03 22:15:00,ЛСБ,10,Транспортер ленточный подачи бревен,,укорачивание,0.25,приводной цепи
2021-08-04 08:00:00,2021-08-04 08:20:00,ЦТГ 2,360,Пресс-гранулятор,,натяжка,0.33,приводных ремней
2021-08-06 08:30:00,2021-08-06 08:40:00,ЦТГ 2,360,Пресс-гранулятор,,протяжка,0.17,РВД
2021-08-07 09:50:00,2021-08-07 10:20:00,ЦСС,,Накопительный карман №4,,замена звена,0.5,установили на бруски тяговых цепей
2021-08-09 08:20:00,2021-08-09 09:40:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,1.33,пальцев
2021-08-09 08:20:00,2021-08-09 09:40:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,1.33,роликов
2021-08-12 12:00:00,2021-08-12 13:15:00,ЦСС,,Накопительный карман №4,,замена звена,1.25,тяговых цепией
2021-08-13 12:00:00,2021-08-13 12:45:00,ЦСС,,Накопительный карман №4,,сварочные работы,0.75,работы
2021-08-14 15:00:00,2021-08-14 15:45:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,выравнивание,0.75,сбрасывателя накопительного кармана № 30
2021-08-15 12:00:00,2021-08-15 12:25:00,ЦЛП R250,260,Гидроузел,,доливка,0.42,масла
2021-08-16 08:00:00,2021-08-16 08:20:00,ЛСБ,6,"Транспортёр отходов цепной, скребковый 2",,сход,0.33,тяговой цепи
2021-08-18 10:00:00,2021-08-18 10:30:00,ЛСБ,4,Грузовой стол 2,,замена звена,0.5,приводной цепи
2021-08-19 08:10:00,2021-08-19 09:00:00,ЦТГ 2,70,Сушильный барабан,,регулировка,0.83,роликов
2021-08-21 09:30:00,2021-08-21 11:00:00,ЦСС,11,Транспортёр цепной отвода доски в накопители,,укорачивание,1.5,и регулировка тяговых цепей
2021-08-22 09:10:00,2021-08-22 09:55:00,ЛСБ,3,"Транспортёр отходов цепной, скребковый 1",,сварочные работы,0.75,работы
2021-08-24 08:00:00,2021-08-24 11:00:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,3.0,во время работы цеха направляющей сбрасывателя
2021-08-25 10:00:00,2021-08-25 10:20:00,ЛСБ,4,Грузовой стол 2,,замена звена,0.33,тяговой цепи
2021-08-28 08:00:00,2021-08-28 08:50:00,ЛСБ,6,"Транспортёр отходов цепной, скребковый 2",,замена,0.83,звеньев тяговой цепи
2021-08-29 09:00:00,2021-08-29 10:00:00,ЦЛП R250,890,Кассеты для прокладок,,замена,1.0,пневмоцилиндра механизма опускания рейки (4 пара)
2021-08-29 09:00:00,2021-08-29 10:00:00,ЦЛП R250,890,Кассеты для прокладок,,протяжка,1.0,захвата рейки (2 пара)
2021-08-30 09:45:00,2021-08-30 10:10:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,0.42,верхней скользящей направляющей
2021-08-31 09:25:00,2021-08-31 09:40:00,ЛСБ,5,Питатель с механизмом сброса 2,,замена звена,0.25,тяговой цепи
2021-09-01 08:00:00,2021-09-01 08:30:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,протяжка,0.5,крышки гидроцилиндра
2021-09-02 13:30:00,2021-09-02 13:35:00,ЦСС,11,Транспортёр цепной отвода доски в накопители,,замена,0.08,вилковой головки
2021-09-03 04:20:00,2021-09-03 04:40:00,ЛСБ,6,"Транспортёр отходов цепной, скребковый 2",,сход,0.33,тяговой цепи
2021-09-04 17:20:00,2021-09-04 17:45:00,ЦЛП R250,1020,Лифт для штабелей,,сварочные работы,0.42,работы
2021-09-06 09:10:00,2021-09-06 09:40:00,ЛСБ,11,Лесотранспортёр с двусторонней сброской 1,,замена,0.5,РВД
2021-09-07 08:00:00,2021-09-07 09:05:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,1.08,ролика
2021-09-07 08:00:00,2021-09-07 09:05:00,ЛСБ,12,Лесотранспортёр с двусторонней сброской 2,,замена,1.08,пальца
2021-09-09 08:00:00,2021-09-09 15:30:00,ЛСБ,11,Лесотранспортёр с двусторонней сброской 1,,замена,7.5,во время ППР регулирующего клапана
2021-09-10 08:05:00,2021-09-10 08:15:00,ЛСБ,4,Грузовой стол 2,,замена звена,0.17,тяговой цепи
2021-09-11 08:30:00,2021-09-11 09:15:00,ЦЛП R250,480,Скребковый конвейер,,перескочила,0.75,тяговая цепь
2021-09-11 08:30:00,2021-09-11 09:15:00,ЦЛП R250,480,Скребковый конвейер,,натяжка,0.75,
